X,Y,standort,anzahl_ladepunkte,ladesaeule_status,adresse,koordinaten,typ,ladepunkt,stecker,status,authmethod_1,authmethod_2
10.114,53.616,"443","2",frei,Neusurenland 103,N53.616460 E10.113900,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
10.038,53.578,"642","2",frei,Berthastraße 1,N53.578126 E10.038250,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.987,53.545,"078","3",belegt,Deichstraße 51,N53.545080 E9.986570,AC,,Typ2,unbekannt,Öffentlich zugänglich,RFID-Karte
9.976,53.557,"059","3",belegt,Sievekingplatz 2,N53.556500 E9.975970,DC,,CHAdeMO,belegt,Öffentlich zugänglich,RFID-Karte
9.956,53.564,"473","2",frei,Langenfelder Straße 18,N53.563730 E9.955680,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.104,53.704,"055","3",frei,Poppenbütteler Chaussee 41,N53.703640 E10.103610,AC,,Typ2,frei,Öffentlich zugänglich,RFID-Karte
9.938,53.559,"067","3",frei,Felicitas-Kukuck-Straße 10,N53.559472 E9.937860,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.959,53.579,"637","2",frei,Ottersbekallee 31,N53.579181 E9.958507,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.931,53.556,"527","2",frei,Nernstweg 29,N53.556160 E9.931470,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
9.995,53.57,"013","3",frei,Bei St. Johannis 1,N53.570490 E9.994720,DC,,CHAdeMO,frei,Öffentlich zugänglich,RFID-Karte
10.008,53.553,"091","3",teilweise belegt,Kirchenallee 56,N53.552950 E10.008180,DC,,CHAdeMO,unbekannt,Öffentlich zugänglich,RFID-Karte
10.005,53.549,"402","2",belegt,Johanniswall 6,N53.548900 E10.004870,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
9.867,53.536,"040","3",frei,Hein-Saß-Weg 17,N53.536030 E9.866920,AC,,Typ2,frei,Öffentlich zugänglich,RFID-Karte
9.996,53.56,"253","2",teilweise belegt,Alsterufer 3,N53.559507 E9.996083,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
9.983,53.605,"383","2",teilweise belegt,Borsteler Chaussee 45,N53.605190 E9.982970,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.019,53.577,"399","2",teilweise belegt,Schenkendorfstr. 37,N53.577090 E10.018780,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
10.027,53.582,"004","3",teilweise belegt,Weidestraße 122,N53.581572 E10.026825,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
10.043,53.586,"230","2",frei,Poppenhusenstraße 2,N53.585581 E10.043033,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.99,53.573,"043","3",teilweise belegt,Hallerstraße 85,N53.572810 E9.990070,DC,,CHAdeMO,belegt,Öffentlich zugänglich,RFID-Karte
9.927,53.553,"376","2",frei,Am Born 6B,N53.553080 E9.926600,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.018,53.712,"1201","2",teilweise belegt,Stormarnstraße 55,N53.711770 E10.018230,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.005,53.549,"267","2",belegt,Altstädter Straße 2,N53.549381 E10.004708,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
9.981,53.459,"050","3",teilweise belegt,Harburger Rathausstraße 37,N53.458990 E9.981150,DC,,CHAdeMO,unbekannt,Öffentlich zugänglich,RFID-Karte
9.949,53.58,"264","2",frei,Stellinger Weg 37,N53.579727 E9.948501,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.012,53.545,"042","3",belegt,Banksstraße 28,N53.544683 E10.012427,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
10.009,53.585,"704","2",frei,Moorfurthweg 13,N53.585353 E10.008771,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.005,53.585,"359","2",belegt,Sierichstraße 78,N53.584710 E10.004650,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
10.016,53.624,"475","2",frei,Röntgenstraße 47,N53.623700 E10.016480,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
